Recall,Precision
1.0,0.19324421102888517
1.0,0.1932672794556524
1.0,0.19329035339063994
1.0,0.1933134328358209
1.0,0.19333651779316932
1.0,0.19335960826466023
1.0,0.19338270425226947
1.0,0.19340580575797395
1.0,0.1934289127837515
1.0,0.19345202533158085
1.0,0.19347514340344169
1.0,0.1934982670013147
1.0,0.19352139612718144
1.0,0.1935445307830245
1.0,0.19356767097082736
1.0,0.19359081669257444
1.0,0.19361396795025113
1.0,0.1936371247458438
1.0,0.1936602870813397
1.0,0.19368345495872713
1.0,0.19370662837999522
1.0,0.19372980734713413
1.0,0.193752991862135
1.0,0.19377618192698984
1.0,0.19379937754369164
1.0,0.19382257871423442
1.0,0.19384578544061304
1.0,0.19386899772482338
1.0,0.19389221556886227
1.0,0.19391543897472752
1.0,0.19393866794441783
1.0,0.19396190247993292
1.0,0.19398514258327343
1.0,0.19400838825644098
1.0,0.19403163950143815
1.0,0.19405489632026848
1.0,0.19407815871493647
1.0,0.19410142668744754
1.0,0.19412470023980816
1.0,0.19414797937402567
1.0,0.19417126409210841
1.0,0.19419455439606573
1.0,0.19421785028790786
1.0,0.19424115176964607
1.0,0.19426445884329255
1.0,0.19428777151086044
1.0,0.1943110897743639
1.0,0.19433441363581802
1.0,0.19435774309723888
1.0,0.19438107816064354
1.0,0.19440441882804996
1.0,0.19442776510147713
1.0,0.19445111698294498
1.0,0.19447447447447447
1.0,0.19449783757808745
1.0,0.1945212062958068
1.0,0.19454458062965632
1.0,0.19456796058166087
1.0,0.19459134615384616
1.0,0.19461473734823898
1.0,0.19463813416686704
1.0,0.19466153661175906
1.0,0.19468494468494468
1.0,0.1947083583884546
1.0,0.19473177772432043
1.0,0.19475520269457477
1.0,0.1947786333012512
1.0,0.19480206954638432
1.0,0.19482551143200963
1.0,0.1948489589601637
1.0,0.19487241213288398
1.0,0.19489587095220898
1.0,0.1949193354201782
1.0,0.19494280553883203
1.0,0.19496628131021196
1.0,0.19498976273636034
1.0,0.19501324981932064
1.0,0.1950367425611372
1.0,0.1950602409638554
1.0,0.19508374502952164
1.0,0.19510725476018317
1.0,0.1951307701578884
1.0,0.19515429122468658
1.0,0.1951778179626281
1.0,0.19520135037376415
1.0,0.1952248884601471
1.0,0.1952484322238302
1.0,0.19527198166686768
1.0,0.19529553679131484
1.0,0.1953190975992279
1.0,0.1953426640926641
1.0,0.19536623627368166
1.0,0.19538981414433984
1.0,0.19541339770669885
1.0,0.1954369869628199
1.0,0.19546058191476517
1.0,0.19548418256459793
1.0,0.1955077889143823
1.0,0.19553140096618357
1.0,0.19555501872206787
1.0,0.19557864218410245
1.0,0.19560227135435546
1.0,0.1956259062348961
1.0,0.19564954682779456
1.0,0.19567319313512208
1.0,0.1956968451589508
1.0,0.19572050290135395
1.0,0.19574416636440575
1.0,0.19576783555018137
1.0,0.19579151046075705
1.0,0.19581519109820997
1.0,0.19583887746461837
1.0,0.19586256956206147
1.0,0.19588626739261947
1.0,0.19590997095837367
1.0,0.19593368026140626
1.0,0.19595739530380052
1.0,0.1959811160876407
1.0,0.1960048426150121
1.0,0.19602857488800096
1.0,0.1960523129086946
1.0,0.1960760566791813
1.0,0.19609980620155038
1.0,0.1961235614778922
1.0,0.19614732251029804
1.0,0.1961710893008603
1.0,0.19619486185167231
1.0,0.1962186401648285
1.0,0.19624242424242425
1.0,0.19626621408655595
1.0,0.19629000969932106
1.0,0.196313811082818
1.0,0.19633761823914625
1.0,0.1963614311704063
1.0,0.19638524987869965
1.0,0.19640907436612884
1.0,0.19643290463479737
1.0,0.19645674068680985
1.0,0.19648058252427184
1.0,0.19650443014928995
1.0,0.19652828356397184
1.0,0.19655214277042612
1.0,0.1965760077707625
1.0,0.19659987856709168
1.0,0.1966237551615254
1.0,0.19664763755617637
1.0,0.1966715257531584
1.0,0.19669541975458632
1.0,0.19671931956257593
1.0,0.19674322517924414
1.0,0.1967671366067088
1.0,0.19679105384708886
1.0,0.19681497690250427
1.0,0.19683890577507598
1.0,0.19686284046692606
1.0,0.19688678098017756
1.0,0.19691072731695453
1.0,0.19693467947938206
1.0,0.19695863746958636
1.0,0.1969826012896946
1.0,0.197006570941835
1.0,0.19703054642813678
1.0,0.1970545277507303
1.0,0.1970785149117468
1.0,0.19710250791331874
1.0,0.19712650675757945
1.0,0.19715051144666343
1.0,0.19717452198270613
1.0,0.1971985383678441
1.0,0.1972225606042149
1.0,0.19724658869395711
1.0,0.19727062263921044
1.0,0.19729466244211552
1.0,0.19731870810481414
1.0,0.19734275962944905
1.0,0.19736681701816408
1.0,0.1973908802731041
1.0,0.19741494939641507
1.0,0.1974390243902439
1.0,0.19746310525673863
1.0,0.19748719199804832
1.0,0.19751128461632306
1.0,0.19753538311371402
1.0,0.1975594874923734
1.0,0.19758359775445447
1.0,0.19760771390211157
1.0,0.1976318359375
1.0,0.19765596386277623
1.0,0.19768009768009767
1.0,0.1977042373916229
1.0,0.19772838299951148
1.0,0.19775253450592403
1.0,0.19777669191302225
1.0,0.19780085522296884
1.0,0.19782502443792765
1.0,0.19784919956006355
1.0,0.1978733805915424
1.0,0.19789756753453122
1.0,0.19792176039119805
1.0,0.19794595916371194
1.0,0.1979701638542431
1.0,0.1979943744649627
1.0,0.19801859099804306
1.0,0.1980428134556575
1.0,0.19806704183998042
1.0,0.19809127615318733
1.0,0.19811551639745473
1.0,0.19813976257496022
1.0,0.1981640146878825
1.0,0.19818827273840128
1.0,0.19821253672869735
1.0,0.1982368066609526
1.0,0.19826108253734998
1.0,0.1982853643600735
1.0,0.1983096521313082
1.0,0.19833394585324024
1.0,0.19835824552805684
1.0,0.19838255115794634
1.0,0.19840686274509803
1.0,0.19843118029170242
1.0,0.19845550379995097
1.0,0.19847983327203628
1.0,0.19850416871015203
1.0,0.19852851011649295
1.0,0.19855285749325485
1.0,0.1985772108426346
1.0,0.19860157016683022
1.0,0.19862593546804072
1.0,0.19865030674846626
1.0,0.19867468401030802
1.0,0.19869906725576827
1.0,0.19872345648705045
1.0,0.19874785170635895
1.0,0.1987722529158993
1.0,0.1987966601178782
1.0,0.19882107331450324
1.0,0.1988454925079833
1.0,0.1988699177005282
1.0,0.1988943488943489
1.0,0.19891878609165745
1.0,0.19894322929466698
1.0,0.19896767850559174
1.0,0.198992133726647
1.0,0.19901659496004917
1.0,0.19904106220801573
1.0,0.1990655354727653
1.0,0.19909001475651747
1.0,0.19911450006149306
1.0,0.1991389913899139
1.0,0.19916348874400294
1.0,0.19918799212598426
1.0,0.19921250153808293
1.0,0.19923701698252522
1.0,0.19926153846153846
1.0,0.19928606597735105
1.0,0.19931059953219254
1.0,0.19933513912829354
1.0,0.19935968476788574
1.0,0.19938423645320197
1.0,0.19940879418647617
1.0,0.19943335796994333
1.0,0.1994579278058396
1.0,0.19948250369640216
1.0,0.19950708564386938
1.0,0.19953167365048066
1.0,0.1995562677184765
1.0,0.19958086785009863
1.0,0.1996054740475897
1.0,0.1996300863131936
1.0,0.19965470464915525
1.0,0.19967932905772076
1.0,0.1997039595411373
1.0,0.19972859610165308
1.0,0.19975323874151757
1.0,0.19977788746298125
1.0,0.1998025422682957
1.0,0.19982720315971364
1.0,0.19985187013948896
1.0,0.19987654320987655
1.0,0.1999012223731325
1.0,0.19992590763151397
1.0,0.19995059898727924
1.0,0.19997529644268774
1.0,0.2
1.0,0.20002470966147765
1.0,0.20004942542938342
1.0,0.20007414730598122
1.0,0.20009887529353604
1.0,0.20012360939431398
1.0,0.20014834961058228
1.0,0.2001730959446093
1.0,0.20019784839866453
1.0,0.20022260697501856
1.0,0.20024737167594311
1.0,0.20027214250371103
1.0,0.2002969194605963
1.0,0.20032170254887405
1.0,0.20034649177082045
1.0,0.20037128712871288
1.0,0.2003960886248298
1.0,0.20042089626145085
1.0,0.20044571004085676
1.0,0.20047052996532938
1.0,0.2004953560371517
1.0,0.20052018825860787
1.0,0.20054502663198315
1.0,0.20056987115956393
1.0,0.20059472184363772
1.0,0.2006195786864932
1.0,0.20064444169042012
1.0,0.20066931085770948
1.0,0.20069418619065327
1.0,0.20071906769154477
1.0,0.20074395536267825
1.0,0.20076884920634921
1.0,0.20079374922485427
1.0,0.20081865542049118
1.0,0.20084356779555887
1.0,0.20086848635235732
1.0,0.20089341109318773
1.0,0.20091834202035244
1.0,0.2009432791361549
1.0,0.2009682224428997
1.0,0.20099317194289262
1.0,0.2010181276384405
1.0,0.2010430895318515
1.0,0.20106805762543467
1.0,0.20109303192150044
1.0,0.20111801242236024
1.0,0.20114299913032674
1.0,0.2011679920477137
1.0,0.2011929911768361
1.0,0.20121799652000993
1.0,0.2012430080795525
1.0,0.2012680258577822
1.0,0.2012930498570185
1.0,0.20131808007958218
1.0,0.20134311652779505
1.0,0.2013681592039801
1.0,0.2013932081104615
1.0,0.20141826324956458
1.0,0.20144332462361578
1.0,0.20146839223494276
1.0,0.2014934660858743
1.0,0.20151854617874035
1.0,0.20154363251587204
1.0,0.20156872509960158
1.0,0.2015938239322625
1.0,0.2016189290161893
1.0,0.20164404035371777
1.0,0.20166915794718485
1.0,0.20169428179892862
1.0,0.2017194119112883
1.0,0.20174454828660437
1.0,0.20176969092721833
1.0,0.20179483983547303
1.0,0.20181999501371228
1.0,0.20184515646428125
1.0,0.2018703241895262
1.0,0.20189549819179448
1.0,0.20192067847343478
1.0,0.20194586503679682
1.0,0.20197105788423153
1.0,0.20199625701809107
1.0,0.20202146244072872
1.0,0.20204667415449895
1.0,0.20207189216175736
1.0,0.2020971164648608
1.0,0.2021223470661673
1.0,0.20214758396803595
1.0,0.20217282717282717
1.0,0.20219807668290246
1.0,0.20222333250062452
1.0,0.2022485946283573
1.0,0.20227386306846576
1.0,0.20229913782331627
1.0,0.2023244188952762
1.0,0.20234970628671417
1.0,0.202375
1.0,0.2024003000375047
1.0,0.2024256064016004
1.0,0.2024509190946605
1.0,0.20247623811905954
1.0,0.20250156347717324
1.0,0.20252689517137853
1.0,0.20255223320405355
1.0,0.20257757757757758
1.0,0.20260292829433113
1.0,0.20262828535669586
1.0,0.2026536487670547
1.0,0.2026790185277917
1.0,0.2027043946412921
1.0,0.2027297771099424
1.0,0.20275516593613024
1.0,0.2027805611222445
1.0,0.2028059626706752
1.0,0.2028313705838136
1.0,0.20285678486405212
1.0,0.20288220551378447
1.0,0.20290763253540545
1.0,0.2029330659313111
1.0,0.2029585057038987
1.0,0.2029839518555667
1.0,0.20300940438871473
1.0,0.20303486330574366
1.0,0.20306032860905557
1.0,0.2030858003010537
1.0,0.20311127838414253
1.0,0.20313676286072774
1.0,0.20316225373321622
1.0,0.20318775100401607
1.0,0.20321325467553658
1.0,0.2032387647501883
1.0,0.20326428123038293
1.0,0.2032898041185334
1.0,0.20331533341705388
1.0,0.20334086912835972
1.0,0.20336641125486749
1.0,0.20339195979899496
1.0,0.2034175147631612
1.0,0.20344307614978638
1.0,0.20346864396129194
1.0,0.20349421820010055
1.0,0.20351979886863608
1.0,0.20354538596932362
1.0,0.20357097950458947
1.0,0.20359657947686116
1.0,0.20362218588856748
1.0,0.20364779874213837
1.0,0.20367341804000502
1.0,0.2036990437845999
1.0,0.2037246759783566
1.0,0.20375031462371004
1.0,0.20377595972309628
1.0,0.20380161127895266
1.0,0.20382726929371775
1.0,0.20385293376983127
1.0,0.2038786047097343
1.0,0.20390428211586903
1.0,0.20392996599067892
1.0,0.20395565633660873
1.0,0.20398135315610433
1.0,0.2040070564516129
1.0,0.20403276622558286
